transaction_id,customer_id,transaction_ts,transaction_type,status,amount,currency,provider_reference,ingested_at
APPB00006,CUST006,2026-01-08T10:15:00Z,subscription_renewal,succeeded,47.00,USD,provider-appb00006,2026-01-08T10:20:00Z
APPB00033,CUST015,2026-01-13T10:15:00Z,token_purchase,succeeded,24.00,USD,provider-appb00033,2026-01-13T10:20:00Z
APPB00236,CUST069,2026-06-16T10:15:00Z,token_purchase,succeeded,33.00,GBP,provider-appb00236,2026-06-16T10:20:00Z
APPB00185,CUST061,2026-05-07T10:15:00Z,subscription_renewal,succeeded,32.00,USD,provider-appb00185,2026-05-07T10:20:00Z
APPB00214,CUST059,2026-06-16T10:15:00Z,subscription_renewal,succeeded,47.00,GBP,provider-appb00214,2026-06-16T10:20:00Z
APPB00174,CUST050,2026-05-16T10:15:00Z,subscription_renewal,succeeded,47.00,USD,provider-appb00174,2026-05-16T10:20:00Z
APPB00162,CUST038,2026-05-04T10:15:00Z,subscription_renewal,succeeded,47.00,EUR,provider-appb00162,2026-05-04T10:20:00Z
APPB00126,CUST033,2026-04-08T10:15:00Z,subscription_renewal,succeeded,47.00,EUR,provider-appb00126,2026-04-08T10:20:00Z
APPB00134,CUST041,2026-04-16T10:15:00Z,subscription_renewal,succeeded,47.00,USD,provider-appb00134,2026-04-16T10:20:00Z
APPB00014,CUST014,2026-01-16T10:15:00Z,subscription_renewal,succeeded,47.00,GBP,provider-appb00014,2026-01-16T10:20:00Z
APPB00084,CUST022,2026-03-06T10:15:00Z,subscription_renewal,succeeded,77.00,USD,provider-appb00084,2026-03-06T10:20:00Z
APPB00103,CUST041,2026-03-05T10:15:00Z,subscription_renewal,succeeded,62.00,USD,provider-appb00103,2026-03-05T10:20:00Z
APPB00202,CUST047,2026-06-04T10:15:00Z,subscription_renewal,SUCCEEDED,47.00,USD,provider-appb00202,2026-06-04T10:20:00Z
APPB00193,CUST051,2026-05-13T10:15:00Z,token_purchase,succeeded,24.00,USD,provider-appb00193,2026-05-13T10:20:00Z
APPB00027,CUST027,2026-01-09T10:15:00Z,subscription_renewal,succeeded,62.00,USD,provider-appb00027,2026-01-09T10:20:00Z
APPB00114,CUST036,2026-03-14T10:15:00Z,token_purchase,succeeded,27.00,USD,provider-appb00114,2026-03-14T10:20:00Z
APPB00045,CUST014,2026-02-07T10:15:00Z,subscription_renewal,succeeded,32.00,GBP,provider-appb00045,2026-02-07T10:20:00Z
APPB00210,CUST055,2026-06-12T10:15:00Z,subscription_renewal,succeeded,47.00,USD,provider-appb00210,2026-06-12T10:20:00Z
APPB00140,CUST047,2026-04-22T10:15:00Z,subscription_renewal,succeeded,77.00,USD,provider-appb00140,2026-04-22T10:20:00Z
APPB00108,CUST046,2026-03-10T10:15:00Z,subscription_renewal,succeeded,77.00,USD,provider-appb00108,2026-03-10T10:20:00Z
APPB00023,CUST023,2026-01-05T10:15:00Z,subscription_renewal,succeeded,67.00,EUR,provider-appb00023-corrected,2026-01-05T16:20:00Z
APPB00007,CUST007,2026-01-09T10:15:00Z,subscription_renewal,succeeded,62.00,USD,provider-appb00007,2026-01-09T10:20:00Z
APPB00134,CUST041,2026-04-16T10:15:00Z,subscription_renewal,succeeded,47.00,USD,provider-appb00134,2026-04-16T10:20:00Z
APPB00227,CUST072,2026-06-09T10:15:00Z,subscription_renewal,succeeded,62.00,USD,provider-appb00227,2026-06-09T10:20:00Z
APPB00046,CUST015,2026-02-08T10:15:00Z,subscription_renewal,succeeded,47.00,USD,provider-appb00046,2026-02-08T10:20:00Z
APPB00147,CUST054,2026-04-09T10:15:00Z,subscription_renewal,succeeded,62.00,GBP,provider-appb00147,2026-04-09T10:20:00Z
APPB00041,CUST010,2026-02-03T10:15:00Z,subscription_renewal,succeeded,32.00,USD,provider-appb00041,2026-02-03T10:20:00Z
APPB00069,CUST012,2026-02-09T10:15:00Z,token_purchase,succeeded,12.00,USD,provider-appb00069,2026-02-09T10:20:00Z
APPB00215,CUST060,2026-06-17T10:15:00Z,subscription_renewal,failed,62.00,USD,provider-appb00215,2026-06-17T10:20:00Z
APPB00037,CUST027,2026-01-17T10:15:00Z,token_purchase,succeeded,36.00,USD,provider-appb00037,2026-01-17T10:20:00Z
APPB00002,CUST002,2026-01-04T10:15:00Z,subscription_renewal,succeeded,47.00,USD,provider-appb00002,2026-01-04T10:20:00Z
APPB00156,CUST051,2026-04-16T10:15:00Z,token_purchase,succeeded,33.00,USD,provider-appb00156,2026-04-16T10:20:00Z
APPB00148,CUST055,2026-04-10T10:15:00Z,subscription_renewal,succeeded,77.00,USD,provider-appb00148,2026-04-10T10:20:00Z
APPB00111,CUST027,2026-03-11T10:15:00Z,token_purchase,succeeded,18.00,USD,provider-appb00111,2026-03-11T10:20:00Z
APPB00025,CUST025,2026-01-07T10:15:00Z,subscription_renewal,succeeded,32.00,USD,provider-appb00025,2026-01-07T10:20:00Z
APPB00113,CUST033,2026-03-13T10:15:00Z,token_purchase,succeeded,24.00,EUR,provider-appb00113,2026-03-13T10:20:00Z
APPB00153,CUST042,2026-04-13T10:15:00Z,token_purchase,succeeded,24.00,USD,provider-appb00153,2026-04-13T10:20:00Z
APPB00088,CUST026,2026-03-10T10:15:00Z,subscription_renewal,succeeded,77.00,USD,provider-appb00088,2026-03-10T10:20:00Z
APPB00152,CUST039,2026-04-12T10:15:00Z,token_purchase,succeeded,21.00,GBP,provider-appb00152,2026-04-12T10:20:00Z
APPB00009,CUST009,2026-01-11T10:15:00Z,subscription_renewal,succeeded,32.00,GBP,provider-appb00009,2026-01-11T10:20:00Z
APPB00050,CUST019,2026-02-12T10:15:00Z,subscription_renewal,succeeded,47.00,GBP,provider-appb00050,2026-02-12T10:20:00Z
APPB00231,CUST054,2026-06-11T10:15:00Z,token_purchase,succeeded,18.00,GBP,provider-appb00231,2026-06-11T10:20:00Z
APPB00054,CUST023,2026-02-16T10:15:00Z,subscription_renewal,succeeded,47.00,EUR,provider-appb00054,2026-02-16T10:20:00Z
APPB00167,CUST043,2026-05-09T10:15:00Z,subscription_renewal,succeeded,62.00,EUR,provider-appb00167,2026-05-09T10:20:00Z
APPB00170,CUST046,2026-05-12T10:15:00Z,subscription_renewal,succeeded,51.00,USD,provider-appb00170-corrected,2026-05-12T16:20:00Z
APPB00038,CUST005,2026-01-20T10:15:00Z,refund,succeeded,7.00,USD,provider-appb00038,2026-01-20T10:20:00Z
APPB00191,CUST045,2026-05-11T10:15:00Z,token_purchase,succeeded,18.00,USD,provider-appb00191,2026-05-11T10:20:00Z
APPB00223,CUST068,2026-06-05T10:15:00Z,subscription_renewal,succeeded,62.00,EUR,provider-appb00223,2026-06-05T10:20:00Z
APPB00091,CUST029,2026-03-13T10:15:00Z,subscription_renewal,succeeded,62.00,GBP,provider-appb00091,2026-03-13T10:20:00Z
APPB00030,CUST006,2026-01-10T10:15:00Z,token_purchase,succeeded,15.00,USD,provider-appb00030,2026-01-10T10:20:00Z
APPB00089,CUST027,2026-03-11T10:15:00Z,subscription_renewal,succeeded,32.00,USD,provider-appb00089,2026-03-11T10:20:00Z
APPB00247,CUST012,2027-01-03T10:00:00Z,subscription_renewal,succeeded,49.00,USD,provider-appb00247,2026-06-08T10:20:00Z
APPB00093,CUST031,2026-03-15T10:15:00Z,subscription_renewal,succeeded,32.00,USD,provider-appb00093,2026-03-15T10:20:00Z
APPB00052,CUST021,2026-02-14T10:15:00Z,subscription_renewal,succeeded,77.00,USD,provider-appb00052,2026-02-14T10:20:00Z
APPB00051,CUST020,2026-02-13T10:15:00Z,subscription_renewal,succeeded,62.00,USD,provider-appb00051,2026-02-13T10:20:00Z
APPB99999,CUST006,2026-06-15T10:15:00Z,token_purchase,succeeded,1,250.00,USD,provider-malformed-comma,2026-06-15T10:20:00Z
